DataLine	qPCRFile	Assay	SpikeSet	Date Performed	LabNotebook	QuantstudioFileName	KitsAnalyzed	NKits	HighestSTD	qPCRefficiency	rsquare	slope	DroppedDatapoints	STDequation	Well	Well Position	PeakCheck	Sample Name	Target Name	CT_original	Ct Mean	Ct SD	CT_checked	VariableKit	VariableSampleType	VariableAssay	VariableSpikeSet	VariableCT_checked	LogCopy	BacktransfCopy2uLRXN	Intercept	Slope	STDequation2	Kit_SampleType	NucleicAcid	 InputSampleVolume(uL) 	ElutionVolume(uL)	MilkEquivalentDNAuL	CopiesperuLDNA	CopiespermLofMilk	LogCopiespermLofMilk
622	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	1	A1	IncorrectPeak	COREDNA-1-UninoculatedMilk	Listeria_rpoB	35.57274628	36.32444	1.063055515		COREDNA	UninoculatedMilk	Listeria monocytogenes	Second				50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
816	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	1	A1	IncorrectPeak	COREDNA-1-UninoculatedMilk	Salmonella_rpoB	37.67300797	37.88072205	0.293754756		COREDNA	UninoculatedMilk	Salmonella sp.	Second				36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
913	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	1	A1	IncorrectPeak	COREDNA-1-UninoculatedMilk	Mycobacterium_rpoB	32.40985489	32.16025543	0.352989644		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	Second				46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
526	22018-05-29BacillusDNA	Bacillus wiedmannii	Second	Tue May 29 00:00:00 EDT 2018	106	22018-05-29BacillusDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	12700000	0.866170458	0.996869	-3.6907	No	CT = 36.008208 - 3.6907*Quantity Mean	2	A2	IncorrectPeak	COREDNA-1-UninoculatedMilk	Bacillus_rpoB	Undetermined	39.92926407			COREDNA	UninoculatedMilk	Bacillus wiedmannii	Second				36.008208	-3.6907	CT = 36.008208 - 3.6907*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
623	22018-05-30ListeriaDNA	Listeria monocytogenes	Second	Wed May 30 00:00:00 EDT 2018	113	22018-05-30ListeriaDNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	18300000	0.471265122	0.932234	-5.9633514	Yes-STD4/5-peak	CT = 50.662602 - 5.9633514*LogCop	2	A2	IncorrectPeak	COREDNA-1-UninoculatedMilk	Listeria_rpoB	37.07613373	36.32444	1.063055515		COREDNA	UninoculatedMilk	Listeria monocytogenes	Second				50.662602	-5.9633514	CT = 50.662602 - 5.9633514*LogCop	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
817	22018-05-31Salmonella	Salmonella sp.	Second	Thu May 31 00:00:00 EDT 2018	117	22018-05-31Salmonella	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	23000000	0.846611048	0.984104	-3.7541	No	CT = 36.717462 - 3.7541*Logcopy	2	A2	IncorrectPeak	COREDNA-1-UninoculatedMilk	Salmonella_rpoB	38.08843994	37.88072205	0.293754756		COREDNA	UninoculatedMilk	Salmonella sp.	Second				36.717462	-3.7541	CT = 36.717462 - 3.7541*Logcopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
914	22018-06-01MycoF2	Mycobacterium smegmatis	Second	Fri Jun 01 00:00:00 EDT 2018	119	22018-06-01MycoF2	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	7830000	0.549733218	0.974622	-5.25605	No	CT = 46.551657 -5.25605*LogCopy	2	A2	IncorrectPeak	COREDNA-1-UninoculatedMilk	Mycobacterium_rpoB	31.91065216	32.16025543	0.352989644		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	Second				46.551657	-5.25605	CT = 46.551657 -5.25605*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1425	2018-07-26Bacillus_and_Listeria	Bacillus wiedmannii	First	Thu Jul 26 00:00:00 EDT 2018	134	2018-07-26Bacillus_and_Listeria	COREDNA.PviralDNA	2	15000000	0.663391489	0.995	-4.525	No	CT = 42.068513 - 4.525*Quantity SD	3	A3	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Bacillus_rpoB	36.39592743	36.84548187	0.635768712		COREDNA	UninoculatedMilk	Bacillus wiedmannii	First				42.068513	-4.525	CT = 42.068513 - 4.525*Quantity SD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1231	2018-07-26BacillusFULL	Bacillus wiedmannii	Third	Thu Jul 26 00:00:00 EDT 2018	130	2018-07-26BacillusFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	10827228.11	0.727036071	0.99154	-4.21405	Yes-STD1-r2	CT = 38.116858 - 4.21405*Quantity Mean	3	A3	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Bacillus_rpoB	34.36040115	35.49768066	1.60835886		COREDNA	UninoculatedMilk	Bacillus wiedmannii	Third				38.116858	-4.21405	CT = 38.116858 - 4.21405*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1328	2018-07-26ListeriaFULL	Listeria monocytogenes	Third	Thu Jul 26 00:00:00 EDT 2018	132	2018-07-26ListeriaFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	19273657.72	0.445678466	0.94897	-6.2472	No	CT = 52.268428 -6.2472*LogCopy	3	A3	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Listeria_rpoB	34.75483704	34.59358215	0.228048846		COREDNA	UninoculatedMilk	Listeria monocytogenes	Third				52.268428	-6.2472	CT = 52.268428 -6.2472*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1797	2018-08-03Myco-rpoB-full	Mycobacterium smegmatis	Third	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-rpoB-full	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	15400000	0.519570009	0.914996	-5.50295	Yes-STD5-peak	CT = 48.801017 - 5.50295*LogCopies	3	A3	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Mycobacterium_rpoB	35.46709824	34.44591141	1.444176316		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	Third				48.801017	-5.50295	CT = 48.801017 - 5.50295*LogCopies	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1894	2018-08-03Myco-Salmonella	Mycobacterium smegmatis	First	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-Salmonella	COREDNA.PviralDNA	2	15400000	0.579669929	0.934004	-5.0361	No	CT = 46.0701173 -5.0361*LogCopy	3	A3	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Mycobacterium_rpoB	33.13090134	33.13795471	0.009977676		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	First				46.0701173	-5.0361	CT = 46.0701173 -5.0361*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1657	2018-08-03Salmonella-rpoB-FULL	Salmonella sp.	Third	Fri Aug 03 00:00:00 EDT 2018	140	2018-08-03Salmonella-rpoB-FULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	23400000	0.540161398	0.944851	-5.33145	Yes-STD5-peak	CT = 47.789486 - 5.33145*LogCopy	3	A3	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Salmonella_rpoB	37.80610657	37.21972656	0.829263866		COREDNA	UninoculatedMilk	Salmonella sp.	Third				47.789486	-5.33145	CT = 47.789486 - 5.33145*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1426	2018-07-26Bacillus_and_Listeria	Bacillus wiedmannii	First	Thu Jul 26 00:00:00 EDT 2018	134	2018-07-26Bacillus_and_Listeria	COREDNA.PviralDNA	2	15000000	0.663391489	0.995	-4.525	No	CT = 42.068513 - 4.525*Quantity SD	4	A4	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Bacillus_rpoB	37.29504013	36.84548187	0.635768712		COREDNA	UninoculatedMilk	Bacillus wiedmannii	First				42.068513	-4.525	CT = 42.068513 - 4.525*Quantity SD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1232	2018-07-26BacillusFULL	Bacillus wiedmannii	Third	Thu Jul 26 00:00:00 EDT 2018	130	2018-07-26BacillusFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	10827228.11	0.727036071	0.99154	-4.21405	Yes-STD1-r2	CT = 38.116858 - 4.21405*Quantity Mean	4	A4	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Bacillus_rpoB	36.63496399	35.49768066	1.60835886		COREDNA	UninoculatedMilk	Bacillus wiedmannii	Third				38.116858	-4.21405	CT = 38.116858 - 4.21405*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1329	2018-07-26ListeriaFULL	Listeria monocytogenes	Third	Thu Jul 26 00:00:00 EDT 2018	132	2018-07-26ListeriaFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	19273657.72	0.445678466	0.94897	-6.2472	No	CT = 52.268428 -6.2472*LogCopy	4	A4	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Listeria_rpoB	34.43232727	34.59358215	0.228048846		COREDNA	UninoculatedMilk	Listeria monocytogenes	Third				52.268428	-6.2472	CT = 52.268428 -6.2472*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1798	2018-08-03Myco-rpoB-full	Mycobacterium smegmatis	Third	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-rpoB-full	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	15400000	0.519570009	0.914996	-5.50295	Yes-STD5-peak	CT = 48.801017 - 5.50295*LogCopies	4	A4	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Mycobacterium_rpoB	33.42472458	34.44591141	1.444176316		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	Third				48.801017	-5.50295	CT = 48.801017 - 5.50295*LogCopies	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1895	2018-08-03Myco-Salmonella	Mycobacterium smegmatis	First	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-Salmonella	COREDNA.PviralDNA	2	15400000	0.579669929	0.934004	-5.0361	No	CT = 46.0701173 -5.0361*LogCopy	4	A4	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Mycobacterium_rpoB	33.1450119	33.13795471	0.009977676		COREDNA	UninoculatedMilk	Mycobacterium smegmatis	First				46.0701173	-5.0361	CT = 46.0701173 -5.0361*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1658	2018-08-03Salmonella-rpoB-FULL	Salmonella sp.	Third	Fri Aug 03 00:00:00 EDT 2018	140	2018-08-03Salmonella-rpoB-FULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	23400000	0.540161398	0.944851	-5.33145	Yes-STD5-peak	CT = 47.789486 - 5.33145*LogCopy	4	A4	IncorrectPeak	COREDNA-Third-1-UninoculatedMilk	Salmonella_rpoB	36.63335037	37.21972656	0.829263866		COREDNA	UninoculatedMilk	Salmonella sp.	Third				47.789486	-5.33145	CT = 47.789486 - 5.33145*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1462	2018-07-26Bacillus_and_Listeria	Listeria monocytogenes	First	Thu Jul 26 00:00:00 EDT 2018	134	2018-07-26Bacillus_and_Listeria	COREDNA.PviralDNA	2	27600000	0.619824455	0.994	-4.774	Yes-STD4/5-peak	CT = 45.0034 - 4.774*Quantity SD	9	A9	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Listeria_rpoB	Undetermined	38.75450897			COREDNA	UninoculatedMilk	Listeria monocytogenes	First				45.0034	-4.774	CT = 45.0034 - 4.774*Quantity SD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1754	2018-08-03Myco-Salmonella	Salmonella sp.	First	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-Salmonella	COREDNA.PviralDNA	2	2210000	0.505600856	0.989	-5.62715	No	CT = 48.022247 - 5.62715*HighetsSTD	9	A9	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Salmonella_rpoB	36.97871399	36.70500565	0.38708204		COREDNA	UninoculatedMilk	Salmonella sp.	First				48.022247	-5.62715	CT = 48.022247 - 5.62715*HighetsSTD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1463	2018-07-26Bacillus_and_Listeria	Listeria monocytogenes	First	Thu Jul 26 00:00:00 EDT 2018	134	2018-07-26Bacillus_and_Listeria	COREDNA.PviralDNA	2	27600000	0.619824455	0.994	-4.774	Yes-STD4/5-peak	CT = 45.0034 - 4.774*Quantity SD	10	A10	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Listeria_rpoB	38.75450897	38.75450897			COREDNA	UninoculatedMilk	Listeria monocytogenes	First				45.0034	-4.774	CT = 45.0034 - 4.774*Quantity SD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1755	2018-08-03Myco-Salmonella	Salmonella sp.	First	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-Salmonella	COREDNA.PviralDNA	2	2210000	0.505600856	0.989	-5.62715	No	CT = 48.022247 - 5.62715*HighetsSTD	10	A10	IncorrectPeak	COREDNA-First-1-UninoculatedMilk	Salmonella_rpoB	36.4312973	36.70500565	0.38708204		COREDNA	UninoculatedMilk	Salmonella sp.	First				48.022247	-5.62715	CT = 48.022247 - 5.62715*HighetsSTD	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
719	22018-05-31TotalBact	Total Bacterial DNA	Second	Thu May 31 00:00:00 EDT 2018	115	22018-05-31TotalBact	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	103000000	0.984960974	0.992127	-3.3585	No	CT = 35.569614 - 3.3585*logcopy	1	A1	NA	COREDNA-1-UninoculatedMilk	TotalBact16S	23.67449951	23.69042206	0.022516532	23.67449951	COREDNA	UninoculatedMilk	Total Bacterial DNA	Second	23.67449951	3.541793803	3481.72	35.569614	-3.3585	CT = 35.569614 - 3.3585*logcopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	1740.86	783387	5.89397636
720	22018-05-31TotalBact	Total Bacterial DNA	Second	Thu May 31 00:00:00 EDT 2018	115	22018-05-31TotalBact	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	103000000	0.984960974	0.992127	-3.3585	No	CT = 35.569614 - 3.3585*logcopy	2	A2	NA	COREDNA-1-UninoculatedMilk	TotalBact16S	23.7063427	23.69042206	0.022516532	23.7063427	COREDNA	UninoculatedMilk	Total Bacterial DNA	Second	23.7063427	3.532312432	3406.53	35.569614	-3.3585	CT = 35.569614 - 3.3585*logcopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	1703.265	766469.25	5.884494736
1501	2018-08-02Total16SFULL	Total Bacterial DNA	Third	Thu Aug 02 00:00:00 EDT 2018	138	2018-08-02Total16SFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	52300000	0.799495885	0.948915	-3.91925	No	CT = 40.92241 -3.91925*LogCopy	5	A5	NA	COREDNA-Third-1-UninoculatedMilk	TotalBact16S	27.07328033	27.07328033		27.07328033	COREDNA	UninoculatedMilk	Total Bacterial DNA	Third	27.07328033	3.533617316	3416.78	40.92241	-3.91925	CT = 40.92241 -3.91925*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	1708.39	768775.5	5.885799534
1097	2018-07-25BovineTaqManFULL	Bovine DNA	Third	Wed Jul 25 00:00:00 EDT 2018	126	2018-07-25BovineTaqManFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	55500	0.874031422	0.99913	-3.666	No	CT = 41.102978 - 3.666*Quantity Mean	3	A3	NA	COREDNA-Third-1-UninoculatedMilk	BovineUXT	29.2193222	29.25284576	0.047408123	29.2193222	COREDNA	UninoculatedMilk	Bovine DNA	Third	29.2193222	3.241586414	1744.16	41.102978	-3.666	CT = 41.102978 - 3.666*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	872.08	392436	5.59376884
1098	2018-07-25BovineTaqManFULL	Bovine DNA	Third	Wed Jul 25 00:00:00 EDT 2018	126	2018-07-25BovineTaqManFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	55500	0.874031422	0.99913	-3.666	No	CT = 41.102978 - 3.666*Quantity Mean	4	A4	NA	COREDNA-Third-1-UninoculatedMilk	BovineUXT	29.28636742	29.25284576	0.047408123	29.28636742	COREDNA	UninoculatedMilk	Bovine DNA	Third	29.28636742	3.223298032	1672.24	41.102978	-3.666	CT = 41.102978 - 3.666*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	836.12	376254	5.575481126
428	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	1	A1	NA	COREDNA-1-UninoculatedMilk	BovineUXT	29.69731712	29.91259384	0.304447263	29.69731712	COREDNA	UninoculatedMilk	Bovine DNA	Second	29.69731712	3.084276173	1214.16	40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	607.08	273186	5.436458439
1196	2018-07-25BovineTaqManHALF	Bovine DNA	First	Wed Jul 25 00:00:00 EDT 2018	128	2018-07-25BovineTaqManHALF	COREDNA.PviralDNA	2	55500	0.915870847	0.99948	-3.5415	No	CT = 40.965014 - 3.5415*Quantity Mean	5	A5	NA	COREDNA-First-1-UninoculatedMilk	BovineUXT	29.75253296	29.80434799	0.073278874	29.75253296	COREDNA	UninoculatedMilk	Bovine DNA	First	29.75253296	3.166025989	1465.64	40.965014	-3.5415	CT = 40.965014 - 3.5415*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	732.82	329769	5.518209827
1197	2018-07-25BovineTaqManHALF	Bovine DNA	First	Wed Jul 25 00:00:00 EDT 2018	128	2018-07-25BovineTaqManHALF	COREDNA.PviralDNA	2	55500	0.915870847	0.99948	-3.5415	No	CT = 40.965014 - 3.5415*Quantity Mean	6	A6	NA	COREDNA-First-1-UninoculatedMilk	BovineUXT	29.85616493	29.80434799	0.073278874	29.85616493	COREDNA	UninoculatedMilk	Bovine DNA	First	29.85616493	3.13676382	1370.14	40.965014	-3.5415	CT = 40.965014 - 3.5415*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	685.07	308281.5	5.488947463
1599	2018-08-02Total16Shalf	Total Bacterial DNA	First	Thu Aug 02 00:00:00 EDT 2018	138	2018-08-02Total16Shalf	COREDNA.PviralDNA	2	52300000	0.804298509	0.995	-3.90155	No	CT = 40.69062 - 3.90155*LogStd	6	A6	NA	COREDNA-First-1-UninoculatedMilk	TotalBact16S	29.86636162	29.9903183	0.175299868	29.86636162	COREDNA	UninoculatedMilk	Total Bacterial DNA	First	29.86636162	2.774348242	594.77	40.69062	-3.90155	CT = 40.69062 - 3.90155*LogStd	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	297.385	133823.25	5.126531573
1598	2018-08-02Total16Shalf	Total Bacterial DNA	First	Thu Aug 02 00:00:00 EDT 2018	138	2018-08-02Total16Shalf	COREDNA.PviralDNA	2	52300000	0.804298509	0.995	-3.90155	No	CT = 40.69062 - 3.90155*LogStd	5	A5	NA	COREDNA-First-1-UninoculatedMilk	TotalBact16S	30.11427307	29.9903183	0.175299868	30.11427307	COREDNA	UninoculatedMilk	Total Bacterial DNA	First	30.11427307	2.710806456	513.81	40.69062	-3.90155	CT = 40.69062 - 3.90155*LogStd	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	256.905	115607.25	5.062985071
429	22018-05-29BovineUXT_DNA	Bovine DNA	Second	Tue May 29 00:00:00 EDT 2018	104	22018-05-29BovineUXT_DNA	COREDNA.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	6	275000	0.911546983	0.999001	-3.55385	No	CT = 40.658372 - 3.55385*Quantity Mean	2	A2	NA	COREDNA-1-UninoculatedMilk	BovineUXT	30.12787056	29.91259384	0.304447263	30.12787056	COREDNA	UninoculatedMilk	Bovine DNA	Second	30.12787056	2.963124904	918.6	40.658372	-3.55385	CT = 40.658372 - 3.55385*Quantity Mean	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222	459.3	206685	5.315308959
1499	2018-08-02Total16SFULL	Total Bacterial DNA	Third	Thu Aug 02 00:00:00 EDT 2018	138	2018-08-02Total16SFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	52300000	0.799495885	0.948915	-3.91925	No	CT = 40.92241 -3.91925*LogCopy	3	A3	NA	COREDNA-Third-1-UninoculatedMilk	TotalBact16S	Undetermined	27.07328033			COREDNA	UninoculatedMilk	Total Bacterial DNA	Third				40.92241	-3.91925	CT = 40.92241 -3.91925*LogCopy	COREDNA_UninoculatedMilk	DNA/RNAmix	200	90	2.222222222			
1836	2018-08-03Myco-rpoB-full	Mycobacterium smegmatis	Third	Fri Aug 03 00:00:00 EDT 2018	142	2018-08-03Myco-rpoB-full	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	15400000	0.519570009	0.914996	-5.50295	Yes-STD5-peak	CT = 48.801017 - 5.50295*LogCopies	42	D6	Correct	EZFood-Third-4-InoculatedMilk-3	Mycobacterium_rpoB	25.09407806	31.49131966	9.047065735	25.09407806	EZFood	InoculatedMilk	Mycobacterium smegmatis	Third	25.09407806	4.308041857	20325.53	48.801017	-5.50295	CT = 48.801017 - 5.50295*LogCopies	EZFood_InoculatedMilk	DNA	500	100	5	10162.765	2032553	6.308041879
1270	2018-07-26BacillusFULL	Bacillus wiedmannii	Third	Thu Jul 26 00:00:00 EDT 2018	130	2018-07-26BacillusFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	10827228.11	0.727036071	0.99154	-4.21405	Yes-STD1-r2	CT = 38.116858 - 4.21405*Quantity Mean	42	D6	Correct	EZFood-Third-4-InoculatedMilk-3	Bacillus_rpoB	27.03060722	27.03060722		27.03060722	EZFood	InoculatedMilk	Bacillus wiedmannii	Third	27.03060722	2.630782923	427.35	38.116858	-4.21405	CT = 38.116858 - 4.21405*Quantity Mean	EZFood_InoculatedMilk	DNA	500	100	5	213.675	42735	4.630783708
295	12018-04-24BacillusDNA	Bacillus wiedmannii	First	Tue Apr 24 00:00:00 EDT 2018	90	12018-04-24BacillusDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	20500000	0.619585697	0.978597	-4.7754595	Yes-STD1-r2	CT = 42.428673 - 4.7754595*LogCopy	40	D4	Correct	EZFood-6-InoculatedMilk-2	Bacillus_rpoB	27.06694412	29.74716568	3.79040575	27.06694412	EZFood	InoculatedMilk	Bacillus wiedmannii	First	27.06694412	3.216806441	1647.43	42.428673	-4.7754595	CT = 42.428673 - 4.7754595*LogCopy	EZFood_InoculatedMilk	DNA	500	100	5	823.715	164743	5.21680697
307	12018-04-24BacillusDNA	Bacillus wiedmannii	First	Tue Apr 24 00:00:00 EDT 2018	90	12018-04-24BacillusDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	20500000	0.619585697	0.978597	-4.7754595	Yes-STD1-r2	CT = 42.428673 - 4.7754595*LogCopy	52	E4	Correct	EZFood-7-InoculatedMilk-3	Bacillus_rpoB	27.09537697	32.10380936	7.0829916	27.09537697	EZFood	InoculatedMilk	Bacillus wiedmannii	First	27.09537697	3.210852491	1625	42.428673	-4.7754595	CT = 42.428673 - 4.7754595*LogCopy	EZFood_InoculatedMilk	DNA	500	100	5	812.5	162500	5.210853365
1246	2018-07-26BacillusFULL	Bacillus wiedmannii	Third	Thu Jul 26 00:00:00 EDT 2018	130	2018-07-26BacillusFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	10827228.11	0.727036071	0.99154	-4.21405	Yes-STD1-r2	CT = 38.116858 - 4.21405*Quantity Mean	18	B6	Correct	EZFood-Third-2-InoculatedMilk-1	Bacillus_rpoB	27.22861481	27.8545208	0.885164738	27.22861481	EZFood	InoculatedMilk	Bacillus wiedmannii	Third	27.22861481	2.583795444	383.53	38.116858	-4.21405	CT = 38.116858 - 4.21405*Quantity Mean	EZFood_InoculatedMilk	DNA	500	100	5	191.765	38353	4.58379934
126	12018-04-20SalmonellaDNA	Salmonella sp.	First	Fri Apr 20 00:00:00 EDT 2018	84	12018-04-20SalmonellaDNA	EZFood.Mastitis.Pfood.PSoilP.ZymoDNA	5	14100000	0.856405116	0.992686	-3.722	No	CT = 36.536994 - 3.722*Log	40	D4	Correct	EZFood-6-InoculatedMilk-2	Salmonella_rpoB	28.03698921	28.39546204	0.506955802	28.03698921	EZFood	InoculatedMilk	Salmonella sp.	First	28.03698921	2.283719717	192.19	36.536994	-3.722	CT = 36.536994 - 3.722*Log	EZFood_InoculatedMilk	DNA	500	100	5	96.095	19219	4.283730787
1245	2018-07-26BacillusFULL	Bacillus wiedmannii	Third	Thu Jul 26 00:00:00 EDT 2018	130	2018-07-26BacillusFULL	COREDNA.EZFood.Mastitis.Pfood.PSoilP.PviralDNA.ZymoDNA	7	10827228.11	0.727036071	0.99154	-4.21405	Yes-STD1-r2	CT = 38.116858 - 4.21405*Quantity Mean	17	B5	Correct	EZFood-Third-2-InoculatedMilk-1	Bacillus_rpoB	28.48042679	27.8545208	0.885164738	28.48042679	EZFood	InoculatedMilk	Bacillus wiedmannii	Third	28.48042679	2.286738698	193.53	38.116858	-4.21405	CT = 38.116858 - 4.21405*Quantity Mean	EZFood_InoculatedMilk	DNA	500	100	5	96.765	19353	4.286748297
